52531117,,381092,21435523,,9659054,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531118,,381092,21435526,,9660986,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531119,,381092,21435524,,9659257,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531120,,381092,21435527,,9666610,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531121,,381092,21435521,,9657262,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531122,,381092,21435531,,9952714,,,,,Discontinued (Phase III),,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531123,,381092,21435516,,18526932,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531124,,381092,21435517,,26418701,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531125,,381092,21435518,,26418702,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
52531126,,381092,21435520,,9088977,,,,,,,,,7168854,qualitative,,6089714,,,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against RSV fusion protein expressed in Hep-2 cells upon incubation for 1 h at 37 degree C,inhibitory activity,1806874,HEp-2 cell line,,,,,3844700,,Fusion glycoprotein F0,,Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0:Wild,Fusion glycoprotein F0,,,,,,Not Published,Not Published,,,,,,,,,2018/11/16,Fusion glycoprotein F0,1,2018/11/22,
