52534145,,61963990,21436171,,19938611,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534146,,61963990,21436188,,19938629,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534147,,61963990,21436160,,19938599,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534148,,61963990,21436207,,19938650,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534149,,61963990,21436233,,19938678,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534150,,61963990,21436211,,19938656,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534151,,61963990,21436227,,19938672,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534152,,61963990,21436065,,19747506,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534153,,61963990,21436066,,19747510,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
52534154,,61963990,21436348,,25548451,,,,,,,,,7169076,qualitative,,6089895,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity of the compound against CDK4-Cyclin D1 was determined by HTRF assay,,1806903,,,,,,3844730,,Cyclin-dependent kinase 4,,Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4:Wild,Cyclin-dependent kinase 4,,,,,,,Not Published,,,,,,,,,2018/11/16,Cyclin-dependent kinase 4,1,2018/11/22,
