52532192,,62031664,21435928,,20522562,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532193,,62031664,21435987,,20522656,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532194,,62031664,21435926,,20522558,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532195,,62031664,21435930,,20522564,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532196,,62031664,21435931,,20522565,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532197,,62031664,21435924,,20522555,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532198,,62031664,21435997,,20522671,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532199,,62031664,21435999,,20522673,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532200,,62031664,21435979,,20522643,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
52532201,,62031664,21435984,,20522650,,,,,,,,,7169015,qualitative,,6089840,,Agonistic activity,In Vitro (Efficacy),,,Agonist,AGONISTIC ACTIVITY OF THE COMPOUND TOWARDS HUMAN ALPHA-2C ADRENERGIC RECEPTOR EXPRESSED IN CHO-K1 CELLS USING [35S]GTPGAMMAS AS RADIOLIGAND IN PRESENCE OF GDP UPON INCUBATION IN ASSAY BUFFER FOR 30 MIN AT RT,,1806896,CHO-K1 cell line,,,,human,3844723,,alpha-2c adrenergic receptor [human],human,Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human]:Wild,alpha-2c adrenergic receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,alpha-2c adrenergic receptor [human],1,2018/11/22,
