52535926,,61980680,21436889,,19059400,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535927,,61980680,21436869,,19059377,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535928,,61980680,21437050,,19059572,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535929,,61980680,21436962,,19059477,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535930,,61980680,21436875,,19059383,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535931,,61980680,21436936,,19059450,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535932,,61980680,21436864,,19059372,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535933,,61980680,21436825,,19059326,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535934,,61980680,21436827,,19059329,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
52535935,,61980680,21437035,,19059556,,,,,,,,,7169126,qualitative,,6089935,,,In Vitro (Efficacy),,,,Modulating activity against human Glucocorticoid receptor using FITC-dexamethasone (4 nM) as label upon incubation for 1 h at RT,,1806912,,,,,human,3844735,,Glucocorticoid receptor [human],human,Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human]:Wild,Glucocorticoid receptor [human],,,human,,,,Not Published,,,,,,,,,2018/11/16,Glucocorticoid receptor [human],1,2018/11/22,
