52531675,,62048811,21435609,,26107480,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531676,,62048811,21435610,,26107482,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531677,,62048811,21435611,,26107483,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531678,,62048811,21435612,,26107485,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531679,,62048811,21435613,,26107487,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531680,,62048811,21435614,,26107489,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531681,,62048811,21435615,,26107491,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531682,,62048811,21435616,,26107492,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531683,,62048811,21435617,,26107494,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
52531685,,62048811,21435618,,26107496,,,,,,,,,7168882,IC50,,6089738,,,In Vitro (Efficacy),,,,"Inhibitory concentration of the compound against calcium mobilization in CHO cells expressing Cynomolgus macaque Bradykinin receptor B1 upon incubation in Krebs-Ringer HEPES buffer, pH 7.4 at 37 degree C for 1 h using fluorescent dye Fluo4-AM",,1806883,CHO cell line,,,,Cercopithecidae,3844701,,Bradykinin receptor B1 [Cercopithecidae],Cercopithecidae,Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae]:Wild,Bradykinin receptor B1 [Cercopithecidae],,,Cercopithecidae,,,,<=,5,,µM,5.3,result normalized in M; pAur = -log(value),,,,2018/11/16,Bradykinin receptor B1 [Cercopithecidae],1,2020/03/17,
