52530579,,379542,21435290,,25733735,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530580,,379542,21435291,,25733738,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530581,,379542,21435292,,25733740,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530582,,379542,21435293,,25733744,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530583,,379542,21435294,,25733747,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530584,,379542,21435295,,25733750,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530585,,379542,21435296,,25733752,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530586,,379542,21435297,,25733756,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530587,,379542,21435298,,25733757,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530588,,379542,21435299,,25733760,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530589,,379542,21435300,,25733762,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530590,,379542,21435301,,25733765,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530591,,379542,21435302,,25733770,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
52530592,,379542,21435303,,25733774,,,,,,,,,7168634,qualitative,,6089524,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory activity against insulin-like growth factor-1 receptor (IGF1R),,1806838,,,,,,3844686,,Insulin-like growth factor 1 receptor,,Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor:Wild,Insulin-like growth factor 1 receptor,,,,,,,Not Published,,,,,,,,,2018/11/16,Insulin-like growth factor 1 receptor,1,2018/11/22,
